Response,Tweet
Negative,getting ready to clean the house from top to bottom 
Negative,crying  my friend is moving away tomorrow 
Negative,@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!
Negative,"thinks she is getting a cold that she caught from Daddy.  Oh no, my trip would be ruined. "
Negative,@moony394 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him 
Negative,So the procrastination starts early in the quarter. I don't want to reaaaaad and write a paper 
Negative,What? Apparently it's 52 degress at 11pm in Washington State. I miss winter already 
Negative,being bored at homee 
Negative,massage was great. i just spilled coke all over my desk  lame. watching the simpsons as i've finished all my hills dvds.
Negative,@nick_carter I will wait for you at fanclub chat.. even tough you're not my favorite 
Negative,has a mild left inner ear infection.. and its got this irritating &quot;blocked&quot; feeling since sunday.. 
Negative,@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile 
Negative,It's only tuesday 
Negative,Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha
Negative,Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night 
Negative,@kalichosich awww poor puppy is she ok? 
Negative,i might break down and eat some buffalo wings tomorrow 
Negative,"Sittin here w/Kayla, I really really reallly dis-like having a brother.  He doesn't know when to stop. I'm waiting for the day when one of"
Negative,Fed bokkie too many birthday treats-sicko 
Negative,"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' "
Negative,Work laptop is officially dead .. Not happy at all.. 
Negative,"My goodness, it's freezing down here !!!!! "
Negative,@heidimontag why do you put up with him!!!!!  You should listen to your mom 
Negative,is stucked in Paris and can't even travel into France (for work) 
Negative,"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! "
Negative,aaaaand back to my literature review  At least i have a friendly cup of coffee to keep me company.
Negative,I am worried that I won't get my $900 even though I paid a buttload of tax last year ! 
Negative,"Okay, so.. STILL NO SCHOOL!!!! "
Negative,IS PHONELESS  ...NOW OFF TOO SLEEP
Negative,"Reeked of alcohol at the dentist this morning + was drunk when i put on my tshirt, realised it had a huge stain. Dentist looked disgusted "
Negative,it is really cold 
Negative,cant sleep  she wants to dream!!
Negative,Can't sleep  I hate these nights when I try to go to bed early and stay awake for hours. Poo!
Negative,@rootbeersoup Yeah. Too bad people like a certain burrito-eating man exist. 
Negative,@Cronotriggers  that's sad.
Negative,just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38
Negative,"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. "
Negative,struggling with eam law 
Negative,Why can't I sleep like her  http://twitpic.com/2y3ty
Negative,Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.
Negative,My 4 year old (18 year old) is driving me around the twist...i don't want to be like this 
Negative,"Well, that sucked. "
Negative,i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and RIP my wall  
Negative,"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy "
Negative,@stewiebrittany no  i dont even know how to ride it
Negative,"@MonaSmith sadly, yes. i think i need counciling now "
Negative,"making myself ready for school...don't feel like going, but have two tests "
Negative,Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. 
Negative,Anybody know where my iPod went? 
Negative,"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible."
Negative,@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. 
Negative, Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?
Negative,@kameelahwrites &lt;33 codez....they've been MIA tho 
Negative,@reannaremick doesnt work on my cell  go to sleep! =P
Negative,it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday 
Negative,@taliasunset rock band is hard..on expert!!! 
Negative,@beachbassbone: roomie was home all day. All he had to do was scratch at the door. Comforter has to goto large laundromat machines. 
Negative,"One of the hardest thing with this schedule, no one I can chat with at the end of my day usually "
Negative,they killed off a character on one of my favorite shows and now i'm upset 
Negative,jealous of my friends who got to see the new Star Trek film in Austin tonight. 
Negative,Listening to Q! I got a really bad headache and a drivin lesson in ten mins.... Lucky me  i just wana sleeep!  
Negative,"@Steve_Buscemi SHUT UP you...I am hungry! And in Britain, home of the most boring suckassy breakfast in the world!  I MISS DENNYS!!"
Negative,good morning everybody! pkoi y fais pas beau  bon coffee time!
Negative,work again 
Negative,Essay time.... 
Negative,@chauncey78 hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter.. 
Negative,"@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. "
Negative,@widyatarina say what??? kal penn's leaving house?! noooooo!!! awww... i totally missed it tonight 
Negative,no! i lost a loyal 
Negative,played another hand very bad and lost half my stack 
Negative,It's 6.20pm - early days in a looooooong night at work 
Negative,@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!
Negative,So Im done editing &quot;The Phipstape&quot;. Back 2 crack a brew and see what we got............. no trees though 
Negative,@rj i don't know what half of that means 
Negative,homework homework homework 
Negative,"worked his heart out today, doubling my weight at each station. Result: Stiff and pulled muscles... OUCH! "
Negative,@MeLaMachinko now i feel bad for unfollowing. 
Negative,"So... Tired... God I hate the new job, and only two days in "
Negative,Sad about Kutner being killed off my fav show House! 
Negative,happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her 
Negative,I feel like shit. This is NOT the way I want to spend my birthday's eve 
Negative,"so far i have 311 on all my sites put together,  most of them were me checking out the updates i made......"
Negative,has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring! 
Negative,@emiliexclarkex miss you 
Negative,@stephenkruiser I'm so sorry to hear about your dog 
Negative,Too much internet. How it plagues me 
Negative,i miss my ex soo much 
Negative,Sodding M25   http://twitpic.com/2y3y0
Negative,oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days 
Negative,@featherinair call me back. 
Negative,"is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg"
Negative,it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight. half what i got last night. 
Negative,"I totally have like...  four girl options, and none of them seem viable "
Negative,"so far i have 311 veiws on all my sites put together,  most of them were me checking out the updates i made......"
Negative,Listening to Bjork's All is full of Love... crying 
Negative,"Omg the hills! Then I love money2, aww I think becky buckwild goes "
Negative,is craving for some tantan nabe  http://plurk.com/p/mzxcs
Negative,C'mon sean man 
Negative,Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.
Negative,"Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain "
Negative,@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL
Negative,@brettyboo why were u sleeping?! Ur gonna be up all night now  how was ur bike ride?
Negative,"@SLessard But, but, but . . I wanna listen to the masters too!  "
Negative,"@Sephystryx I've been looking about for good stuff to write, but also been doing loads of uni work "
Negative,i feel unloved. dropped 2 tweeters 
Negative,"Off to London for the day on Thursday, it's gonna be raining, oh fab  won't see much on the London Eye! Still Robbie won't care bless him"
Negative,Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.
Negative,@mykele sayyyy whaaaa? I wasn't invited... 
Negative,Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though 
Negative,@astewart87 oh my gosh that made me emotional haha idk why!!! i dont want to get old 
Negative,We're going to post some stories manually due to Twitterfeed problem. That's why we've been so quiet lately .... 
Negative,i don't like lukewarm showers 
Negative,@linuxfoundation - Who should I contact if I need a 1099 for freelance work I did on Linux.com throughout 2008? Never got one. 
Negative,"@skylineking722 connor, it's me, febi  are you really really mad at me??"
Negative,"Need some help?! Want to buy a Macbook pro, but still inlove with my old powerbook! "
Negative,@michaeltao man america is so .. borez anyway lol i just realized you sent me msgs on here. i had no idea. i have no flash 
Negative,@hellivina @IHOPness g'knight lovely ladies. i'm sleepy now 
Negative,Does anybody know how to get your electrolytes back in order? With a vitamin work? I feel sick. 
Negative,"@sudam08  yes, someone hasn't been reading my posts properly  "
Negative,Almost through with my Italian homework!  Weeeeee.... now if I only understood what I was doing.  
Negative,Who turned the lights on? It will be time to get ip then 
Negative,@therealnph Twitter hates us both then.  
Negative,I hate the fact that I'm genuinely excited about my last tweet 
Negative,@celesteclara i can't sleep either 
Negative,"@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. "
Negative,@champagnemanoir all rain today  . Garden really needs it so not quite so bad.
Negative,Yawn yawn yawn!! 10 more minutes in bed 
Negative,@MajesticFlame ouch - sounds very sucky 
Negative,@bengottlieb Great idea with the iTunes promo codes - they don't work in the UK iTunes store though 
Negative,@mattycus  *cry* 
Negative,"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  "
Negative,It was a sleepless night 
Negative,@BillyBush she admitted to being a fake  
Negative,@BATMANNN  i love chutney......
Negative,got highly bored today scanning 24 pages for daddy. Had to do it! 
Negative,@misterphipps you cooked risotto without me!!??? 
Negative,Keeeerrrrriiiiii!!!!  I really have nothing better to do then post on this thing at 224am.....wonderfullll. Says alot.
Negative,YAY FOR BASEBALL SEASON! boo to yankees losing their first game 
Negative,LOST sucks  ... because i have to work today
Negative,omg exams killed me  how could i not know the difference between haif a circle and a hemisphere &lt;/3 &gt;
Negative,In bed... I suddenly feel  I wish MA was here w/me... Goodnight TwitterFam
Negative,@RachelCmrn I don't like goodnights 
Negative,Greaaat my lappy won't turn on  wtffffff
Negative,"@M4RKM  You stuck in traffic then? My journey was traffic free this morning, if it's any help."
Negative,Lookin like an all-nighter. I hate it when I do this to myself 
Negative,@vernonhamilton You're a stranger   
Negative,"Debbugging old VB6 code, the day could have started better . . .  "
Negative,@toddlington only a quarter of a percent babe  darn
Negative,"Coming down with a cold or bad allergies. Either way, I'm miserable! "
Negative,"Can't believe Cutner is dead on House! Sad day.  in Santa Rosa, CA http://loopt.us/ORPL3A"
Negative,Damnit I was really digging this season of Reaper  http://www.tv.com/story/13720.html?ref_story_id=13720&amp;ref_type=1101&amp;ref_name=story
Negative,"Gah, Comcast doubled our cable/internet bill w/out telling us, so we are quitting.  Can anyone suggest an affordable company in bay area?"
Negative,"Another early morn with the Duchess, although she hadn't managed to cross her legs this time "
Negative,@alexbigman you left without saying hi! 
Negative,"l want, but I can't sleep "
Negative,"@TracyDowds When an Xbox shows those three red lights, it means it's dead and needs to be fixed for a month at Microsoft HQ. "
Negative,"A king sized bed is nice but sad and lonely with no hubby, puppy, or kitty   I am over this whole conferenceing thing."
Negative,im boredd. gah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha
Negative,@whyinthehell If I may butt in again.  I'm done being nosey.  sorry your conversation was just so interesting!
Negative,@smokey_robinson  you fell off my list...did I offend you?  
Negative,"18 weeks till sisters home.. i missed her call, again! its the worst feeling in the world. "
Negative,gonna try to get some sleep in this hotel room 
Negative,@chimpytwit brilliant idea. just bring as much as you think you'll spend &amp; I'll swap you. bring a brolly 
Negative,@SimoneKali Get me an autograph and shout out! You have to record it though. My computer is dead so I can't listen. 
Negative,rt @KimKardashian Khloe just got fired from the Apprentice 
Negative,in biology class. my lip hurts 
Negative,Sorry for the next tweet... 
Negative,Grr not down to go to school today 
Negative,@jennlopez I had to get an HD tivo and just got it set up tonight in order to get channels 40 - 59. 
Negative,@mouthsex i asked everyone how they were doing yesterday and not a single tweet back 
Negative,@adame ruddy money!! i like it!! still waiting here.... oh what a surprise... by state too?? hmmm....... seriously!! 
Negative,@Kal_Penn I am so sad  Kutner was my favorite of the new team!!
Negative,@MarcusMims wow i didn't get an &quot;hello&quot; u suck 
Negative,"bedtime, school tomorrow, and i still have no books  being broke suckssss"
Negative,Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy
Negative,Synching my contacts from my old mobile to iPhone. Import does not work well 
Negative,i can't concentrate 
Negative,I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time 
Negative,Nw more confused then ever! 
Negative,"Not feeling well again. Stupid migraine making my tummy upset.  and my whole body aches, shoot me now."
Negative,Reading Buyology before bedtime... great premise but only turning out to be an &quot;OK&quot; book - lots of info I already knew 
Negative,"Home! I really wana sleep, but due to wasting my free line in town I have an assignment to finish "
Negative,@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? 
Negative,omg... &quot;The Reader&quot; is making me 
Negative,"@cloudpimps d'oh! At least you're getting a decent exchange rate at the moment, sterling is still getting flogged "
Negative,tried to download tweetdeck but it wont download 
Negative,There's an inch of snow on the ground (and counting). I'm worried about the poor flowers 
Negative,@dweeman why aren't you a happy camper? 
Negative,"@dkoenigs thanks man.  I'm so very grateful.  I feel unworthy of such attention, though, because I'm in this because of myself... "
Negative,@t_wolfe  i miss u too. i'm totally comin back tho! Lastnight was sooooooo much fun!
Negative,@sniffinglue ohhh. I love it. ps I'm sad we didn't get to hang out 
Negative,And somehow I still end up in this place 
Negative,"@kisluvkis oh that is very sad, poor boy. "
Negative,"@JonathanRKnight @silver_tulip27 Um, that would be a hell no to the fugly poker dog pants on the cruise!  Hi Jonathan, sorry I missed you "
Positive,"@BlokesLib Sounds lovely. I am all pumped up on pain killers for dental pain, can't tell my fingers from my toes "
Positive,@aubrifierce   why thank uu
Positive,gets to see @gabrielsaporta @suareasy @vickytcobra and @novarronate tonight! fuck yes. FANGS UP MO' FO' 
Positive,@liverpoolweath sounds like a plan 
Positive,Shopping with angelxup 
Positive,"@_cailin the other two were go away, said to my cat as he tried to eat my toes "
Positive,"Beautiful friday...Lots of warm sunshine   Floating on a nice gentle high, and off for a walk by the river for pic-nic with friends "
Positive,@RobKardashian suggestion Fresh Prince on Nick @ Night....gnite! 
Positive,@CherylH77 well it doesn't keep me warm at night  #iphonefails
Positive,@islandchic @Thompey who? 
Positive,"@simonmayo how about Perry Como and papa loves mambo, it could sound great in the sunshine  or just because by janes addiction."
Positive,aww thanks! @bekahpretzel   and to my followers you should follow @bekkahpretzel if you like me.. you freakin LOVE her! 
Positive,@willy_picard I hope so... now I have the second round: to get the authorization and funding to travel 
Positive,@sineadcochrane Yes  @rymus The what now.....?
Positive,Morning everyone  http://bit.ly/6wgn4   - seeing insects later  hee hee!
Positive,@becci2708 i'm bumming 'when you get home you're so dead' again! 
Positive,leave me something good or ill erase this crappy addictive site lol  got it goodness loll  ha ha  rawrrrr !!!!!!! love Billyjoel
Positive,@shraddhavartak and this is the top student in EEE speaking 
Positive,Happy day 
Positive,@artmax  ??????? ? ?????? ??? sell ? ?????? go away  ??? ?????????
Positive,"@vmarks the colours are all wrong, a bit like my friend's TV  (found many threads on apple forums about it, general issue)"
Positive,@ChillWill23 YEAAAH BOYEEE!!! Just tryna do it officially... OFFICIALLY this time! Glad ya like the single bro... spread the good word! 
Positive,@pradyotghate she might not be real....but she comes up with decent masala to make me suspect otherwise... fun in any case 
Positive,Great tweets to know:  #followfriday @nationwideclass @showpup @estoerimo @hashweb @hashweb @hashweb  awesome tweets
Positive,#thingsmummysaid - &quot;You Mucky Pup&quot; 
Positive,@Dannymcfly you need to tweet #dannyforboltonmatch so everyone knows about it 
Positive,@simmylee no one will be as good as you carol.  haha.
Positive,is starting the day with a Hot shower and a cold Can of Diet Coke. 
Positive,back in the blazing heat of Qatar! 
Positive,Ahahaha Keyboard cat sur ecrans.fr  http://bit.ly/clowm
Positive,@rkartha @Harishk @CruciFire Thanks undu SAARs for the concern. Was on a road trip and just reached home! 
Positive,Lets see how 4hrs of sleep+protein bars+lots of chai+7hrs of driving+8hrs@ the ballpark turns out...going to arlington for a doubleheader 
Positive,Foolishly attempting to write a new song for tonight's gig at Henry's Cellar Bar. Doors 7.30 
Positive,is thinking ireland is the best country to be in when the sun is shining 
Positive,@RichNeville I will indeed be pointing those who are also watching towards you. Well worth it! Will you be watching AGT nxt wk? 
Positive,"This is my new bag from BY CAMILLA SORENSEN 09, it's amazing   5 days to my birthday  http://tinyurl.com/mmhvcc"
Positive,http://twitpic.com/669bh - @amandamcfly and another  xx
Positive,"@jaxestudios I am impatient to see that, when ? "
Positive,i can hear the rain now...... i forgot it's a rainy day again..... 
Positive,Just woke up. Had a great sleep 
Positive,with kyle 
Positive,"vote @TomFelton for Mr. Twitter Universe here: http://bit.ly/PmvRY. He's now no.2! yipee! Surprisingly, he twitters a lot. Keep voting! "
Positive,@CiscoLaRisco Thanks! 
Positive,@flowing_fire awwww 
Positive,"Damn, I missed my Twitter birthday back on May 14. A belated Happy Birthday to me "
Positive,Downloading the Swedish language pack for Windows 7 
Positive,"First draft of novel underway.  Writing progress metre up and active, so got to keep going  http://scribblingdaily.blogspot.com/"
Positive,inadvertently perfectly illustrated a sine wave in that photo 
Positive,Cant wait to go brighton tonight altho 6 hour drives suck 
Positive,@roninaaa Follow me hunnehhh 
Positive,Not feeling very well.... But I'm sure it's not H1N1 
Positive,@fossiloflife &quot;N power&quot;?? u use nuclear power in ur home? 
Positive,"Sweet, sweet song  ? http://blip.fm/~78wha"
Positive,"@Steampunkbaby It works, though! Nice to see you on here, finally. "
Positive,i didn't get to get my anti histamines coz i spent all my money on other stuff. pretty stuff nonetheless 
Positive,Good morning twitter  time to get ready for grad practice!
Positive,@KulpreetSingh nice share 
Positive,"@Greatie,  bye my love &lt;3  haha"
Positive,"On the way to Surrey for a wedding, bored 15minutes intothe 5hour car journey, talk "
Positive,Nice to be home  sunny weather is great
Positive,"PFT, like i drinked alcohol in the first place....... "
Positive,@bryoz  I &lt;3 easter eggs though 
Positive,"@lancearmstrong Aah... The man with that problem in the head, tough,persistent Fan, I say. "
Positive,@swannny I dont think your ready for this jelly 
Positive,@Mazi Thanks! We actually just launched our ad platform yesterday. Crossing our fingers that we can make some money off this thing 
Positive,oh what the hell a little of flirting never hurt anyone. 
Positive,@112mirabela thanks dear 
Positive,@Nonicam very nice day today and I think it is here to stay for the weekend at least 
Positive,"@jc76 hi Julie.... Been diagnosed for many years but only just started on MTX, been resistant to taking it till now. Nice to meet you "
Positive,going shopping for prom shoes in a bittt 
Positive,@anjilou It's a Firefox add-on. You can post Twitter updates even when you're not on Twitter web. Gets? I'll show you a screenshot 
Positive,A man grabbed a live swan by the neck and used it as a weapon to attack his opponent. thankfully the swan escaped unhurt 
Positive,Yay. Just won a meat tray in the club raffle 
Positive,@emotionalpedant That's cool. I'll be getting Coraline for sure. 
Positive,@xtashacanningx. ok normal place will twitter u about 12 ish!  x
Positive,@Falkork yea thanks  already tried personas. Really cool 
Positive,"@ddlovato you're the best, I love you and I can wait to hear your new songs "
Positive, ur damn right!!
Positive,YAY!!! my very own medical supplies!!!! 
Positive,http://twitter.com/vodafonenz/status/1955349430cant wait for the new iPhone  - http://bit.ly/ZeEBf
Positive,@ir0nisland @steviet7 Morning guys 
Positive,"@alphabetania coordinate with her, she might be offline so perhaps call her? I'm keen if she is "
Positive,is up after a looong lovely night! 
Positive,@eymans HI EMMMANNN! Nice nice you're trying twitter   Gawa mo? XD
Positive,is amazed at all the crap found while cleaning my room at 2 in the morning 
Positive,@_BeyondBirthday No problem  can you do tha same 4 me 
Positive,@Swizzlesqueak @ozazure ordered teething drops. Will be at mine on Monday to distribute. $20 each 
Positive,@guybatty morning morning morning! (said in my best sunny day smiley voice) 
Positive,is quite looking forward to the prospect of watching Sky Sports Live on his Xbox 360 
Positive,@racstar you got that right  LMAO
Positive,@CoalEO Hi! A Kiwi? Flight of the Conchords fan by any chance? 
Positive,looking for something to buy on trademe 
Positive,#liesgirlstell &quot;Why wouldn't I wear these 6 inch stilettos? They're the most comfortable pair I own!&quot; &quot;but we're camping!&quot; Luv my heels! 
Positive,@Octaneflyer  i'm just amused there is one set up for the word c lunge 
Positive,@pheebs2000 if you have wireless you can 
Positive,FRIDAY NIGHT... its a great night for football...  love you
Positive,@tariquesani awesome pictures 
Positive,my sister is here  woo hoooo! going shopping with her and then revising i swear 
Positive,@Virgin__Islands &quot;good morning&quot; 
Positive,@anomdesign you should even though it is a long way as I am sure you would love it  night
Positive,"Can I get some @Tuism with awesome things that start with &quot;G&quot;?  Green Lantern, Goat, Grail, Guano, Grizzly, Gold bars, Gas..."
Positive,@sheilmcn @glittrgirl ... but I can report that they take up most of the porch 
Positive,Are celebrating getting through stage 2 of the surface unsigned festival  
Positive,@lancearmstrong Oh my  That cool man  Nothimg more but laugh  It's better not to speak about his wife 
Positive,"Haha, saw the word &quot;tweedback&quot; for the first time today. I like it! "
Positive,@elldb FTW! both would make excellent marathons but under that condition lotr wins 
Positive,"New piglet futures on Eurex D: Hopefully so people can lock in a price for cute, intelligent pets in a few months "
Positive,says today isn't as bad as expected but wishes she was at home sat outside with a book and ice cream  http://plurk.com/p/wyqnz
Positive,"@jonasobsessedx lmfao, thats so weird we have the same name kinda "
Positive,@living_autism apparently according to all the insurance companies I'm now a high risk in the Mental Illness stakes - without a diagnosis 
Positive,seeing ash todaayyy! yay!  &lt;3
Positive,"@TheLastDoctor Hello to you too, thanks for the follow "
Positive,Follow this man - he's a gem  @psjbutler
Positive,Gooood morgen 
Positive,Off to see the family in a bit!  Hungry and happy! 
Positive,@tommcfly Ahh you make me laugh with all your little angry brazilian fans yelling at you. D.w mostof us understand you cant come see us  x
Positive,"@CyranDorman  You look great and not like a dope at all, "
Positive,Travian is the shit 
Positive,@dougiemcfly   that is the best idea in the world hahha  xx
Positive,@shaundiviney please don't! 
Positive,@TheSims3 well us Brits have to wait a few more days for it!  I thought it was all gonna realized at once! I guess it's worth the wait! 
Positive,Cooking! 
Positive,"@matrober yep, i think the one and the same "
Positive,TWEET resumo1)Bom dia!(2)&quot;O final do m�s j� c� est� outra vez e n�s sempre a esticar&quot;LOL(3)Thank God it's Friday (4) Knowing mto fx 
Positive,@in_photography ..money talks 
Positive,in england  its cold.
Positive,@scopedj Succes met je presentatie ouwe! Kick some azz! 
Positive,@melly16 lmao ) !  yes i am.  erm everyone practically bud  u doing much later ?!
Positive,"Ooo The Clockwork Orange, nice happy movie that i haven't watched in a while "
Positive,wowies its very warm 
Positive,@casualcottage Good Morning 
Positive,"@SimonBishop Ah, bless you for that! I wouldn't worry. Don't think you are creepy at all. Well, maybe a little...I KID YOU! "
Positive,Looks like the girls will be out in force at #tuttle today with @cupcate @little_chilli @duelund_dk @katematlock  (via @technokitten)
Positive,@joyibuig Thanks! Haha. Spread the word! 
Positive,@ALOliver its already done have everything x for @siobhanoliver tonight 
Positive,"@jwiltshire do what? Post photos? Tell me how, twitter guru. "
Positive,"Thankg G. It's Friday! almost weekend, only 30 min. left "
Positive,"@mikegentile snakebites are my fave  rattlesnakes are even better, much stronger cider, beer and blackcurrent, noone ever does them though"
Positive,@Amanda_Holden Your on at 12.10! I'm so disappointed i won't be in...I'll watch it on catch up 
Positive,not mine before any says anthing - can't beat a 1pm start and a bit of sunshine to help the ale go down 
Positive,Awake and the cold is kicking in for real! Entourage is the cure 
Positive,The Longest Pull Website will be closing on 30th June 2009. If you have not had chance to donate please feel free to 
Positive,"@washingtonls Yesss! I Love them too!  Haha, yeah.. It was the most amazing day of my life seeing Girlicious. Hopefuly they go to Brazil!"
Positive,@sparklykate When I can't write I try to just write everything that comes into my head. I make lists and scribble and doodle on stuff 
Positive,I did not twitt yesterday cause it was a very busy day but I'll be back tomorrow  BTW I can not sleep  I'm like in zombie mode @_@
Positive,oh by the way... I am NOT working today   
Positive,Happy that &quot;Mental Picture&quot; is a hit in Multiply. 
Positive,@therichbrooks @jakks @amanda_pants Knock it dead today!  #followfriday
Positive,@projectshrink I already saw an increase of 6 fellow project managers  Now a member too.
Positive,@JasonBradbury it's a great show isn't it. Can't wait for BD 
Positive,"@stfallen what, wear them on his fists? "
Positive,is watching pok�mon battle dimensions 
Positive,@biffgriff Haha did you turn the BB to the side and take the pic?  but at least you're up and running with it all  cya later
Positive,"Work,work,work... I'm finna hafta fill out a vacation form to get off work 22nd-26th.... Yeah you know why "
Positive,my buisness teacher 'miss brown' gives the best advce  cadshjgkjgfbfsadryeuyjngb ty ily 
Positive,@srteja Everyone is doing that ra 
Positive,fuckin' loves @PaoloNutini 's new album. ANYONE buy it when it comes out next week! 
Positive,by the way: still don't smoke  (but I'm eating more chocolate and sweets then ever O_o)
Positive,@AmmO_Singh Psst. Thanks for the FF 
Positive,i wish i'd stayed up for the #jonaswebcast last night now; at least i'm going to see the movie today 
Positive,@Cynnergies  i relented and got 'the deck' ...now i need the  under the table tipsNtricks to do more than groups 
Positive,dont worry. drama over. i changed it lol anywho im off now  ttfn (y)
Positive,@jowalshy  good evening 
Positive,@FamilyPlaque Well I am glad you find us interesting! 
Positive,@playspymaster I want an invite! please 
Positive,"@ypoxx well, the focus would be just on 1 resp. 2 boxes. I don't think it is a content overflow happening! But thanks for the rhyme  #wave"
Positive,"@McRbloodchild I know, I couldn't stop listening to it "
Positive,"@peterelst  you're right, but it's very nice way which save time  and that's important "
Positive,"@vampirefreak101 Your coverage is more than good vampirefreak, it's awesome!   Thanks for doing this for all of us"
Positive,"@spokesmen come now, we know you control everything. Scheduling, weather, Cipos dress sense etc etc "
Positive,@Sheamus morning 
Positive,Just had a mcdonalds breakfast. Tasty  And cured the illness
Positive,@JonasBrothers said the most probably coming to Australia at the end of the year  OMJ!!
Positive,Set up my mac to encode 20 or so movies overnight. Hope it doesn't catch on fire 
Positive,is at home. practicing singing on the way home 
Positive,"just woke up, getting ready to go town. "
Positive,@chippy That's good to hear. I shall save my pennies and then procrastinate some more at end of June 
Positive,@raytoro It's fantastic how much you're keeping in touch with fans  I know I'm only one of many who appreciates it. Have fun recording!
Positive,In bed  thank you guys for coming to my lil bday shindig! Night tweethearts.
Positive,@danielboys How goes it in prep for the new home? Haven't seen the show in a while. Want to pop along and see it soon. 
Positive,"is in bed, excited about the summmmmmmmmmmerrr "
Positive,"goooood morning twitter  i iz up &amp; atom. good mood today, tidy up a bit and make the flatmates a fry up  mmmm!"
Positive,"@HzNKzM: Wait, wait. Yeah. There are sweet samosas. Nevermind  I got confused there... For about, 10 minutes."
Positive,@iMacstu cool thanks for that. 
Positive,Good morning tweetple! It's Friday the sun is shining and it's looking like it's going to be a great weekend  I'm feeling very happy 2day!
Positive,On the bus to work. Fun... on the plus side - I got a nice sleep in 
Positive,Woke up to the sweet sound of rain ON my window  hehe
Positive,And for the ones concerned I just stopping to draw banners and stuff. I'm not abandoning everyone for good 
Positive,"@phate13 Going to see family for the day tomorrow, that's about it, still got another week off school so am just chillaxin "
Positive,parttyy tonightt. off to dubaii-lermall  tweet outtt.
Positive,footy time biatches  go the panthers!!!!
Positive,"@anakiro Ooh, shiny "
Positive,@jonhickman that was meant to be a yo! As well 
Positive,@isaakkwok Thanks mate ! 
Positive,@mapaly Thank you that is very kind of you 
Positive,@cosmicpolitan props for loving trance 
Positive,"@catmachine Gosh, thank you!  "
Positive,Tonight I shall make choclate pie 
Positive,"@kiwimobro Nice video Kevin, like the chilled sounds too. "
Positive,@Crucifire for nice DP ;) @brainstuck for his wit and incorrigibility  @viveksingh for good tweets @crazytwism for his humor #followfriday
Positive,I hope the neighbours like my music!! ha! a bit of Flo Rida to wake them all up 
Positive,just loved he's just not that into you! such a cute movie 
Positive,is resting and preparing for CG tonight. 
Positive,"Sing it with me!!! Livin' my life like it's Golden, Livin' my life like it's Golden!!!!!!! (via @StaciJShelton)&lt;~LOVE Jill Scott! "
Positive,ahh...mid term holidays are here!!!  shopping with family tomorrow!!! yayyyyyy!!   
Positive,@allchornr it's SUCH a pleasure for a designer to have a client like that; I have a few - awesome! 
Positive,@lemezma thank you for the #FollowFriday and such esteemed company -we like  oh and right back at you - because you are a magic networker
